"소매업",완구,189.0,228.9,404.7,133.9,411.4
"소매업",섬유제품,303.1,182.8,376.1,485.1,491.4
"소매업",화초,119.8,91.6,117.4,153.8,175.5
"소매업",애완동물,186.5,108.7,135.0,181.3,306.7
"소매업",중고가구,X,X,141.6,201.9,240.8
"소매업",가구,276.1,324.7,335.0,405.1,457.3
"소매업",가전제품,386.9,515.6,456.7,458.7,436.7
"소매업",철물점,90.6,82.5,273.3,229.4,550.5
"소매업",악기,205.3,253.2,282.8,361.5,416.1
"소매업",인테리어,218.6,201.8,273.4,502.9,417.8
"소매업",조명용품,574.2,686.2,745.2,757.5,681.7
"소매업",중고차판매,852.7,614.9,2171.1,2259.5,3308.2
"소매업",자동차부품,621.5,495.6,752.5,496.1,724.9
"소매업",모터사이클및부품,407.5,213.4,230.4,511.1,678.1
"소매업",재생용품 판매점,434.6,2934.8,891.2,712.8,436.3
"소매업",예술품,116.7,173.5,133.1,168.7,260.0
"소매업",주유소,X,X,1128.0,3663.6,6457.2
"소매업",전자상거래업,165.1,171.9,183.1,223.8,376.9
